"","gene","cor_cnt_telo","p_rank_telo"
"1","TP63_704",0.00510266216802795,8.48084143719181e-09
"2","NR3C1_666",-0.00287408330110171,2.56050629650222e-06
"3","TP73_705",0.00347306459580377,8.97410525578602e-06
"4","GRHL1_391",0.00518467484817019,3.43055665747657e-05
"5","NHLH2_80",-0.00185184762049388,7.73847956909152e-05
"6","MEF2D_642",-0.00339016930186456,0.000112684286486576
"7","MYF5_842",-0.00171826992019027,0.0001944846717042
"8","TFAP4_23",-0.00162257517348577,0.000196076574152225
"9","TGIF1_541",-0.00230662115906769,0.000232958051153797
"10","MEIS1_486",-0.00207058714093113,0.000250474789140263
"11","ASCL2_89",-0.00222526525130482,0.000304113307763689
"12","SOX10_751",0.0022792005872334,0.000660877132274967
"13","TCF12_56",-0.00140866489867304,0.000662214328136496
"14","AR_689",-0.00303085214671823,0.000817063825033636
"15","TCF4_97",0.00253357702852454,0.000863648454453948
"16","ZEB1_157",0.00250482489558465,0.000870342865350305
"17","MESP1_69",0.00249724125333319,0.00118383309146111
"18","MESP2_94",0.00249724125333319,0.00118383309146111
"19","NHLH1_74",-0.00133472114778037,0.00191965290256894
"20","LYL1_818",-0.00133472114778037,0.00191965290256894
"21","PGR_660",-0.00180670528880452,0.00226081441719364
"22","MYOG_41",-0.00121055247658926,0.00228667777663946
"23","SOX18_772",0.00229397816675344,0.0024518657555093
"24","ZNF784_262",0.00236737818708458,0.00272414600074226
"25","JDP2_125",0.00331910163895479,0.00314579498801362
"26","JUN_143",0.00314457302064744,0.00367563391876667
"27","JUNB_139",0.00313346102482795,0.00385945243117487
"28","SNAI1_199",0.00165020626029318,0.00418423772471746
"29","SREBF1_22",0.00159845942343815,0.00450014500149238
"30","SNAI2_161",0.00177102266878489,0.0053218174016949
"31","RUNX1_733",0.000952719704359371,0.00538721700909748
"32","CDX4_467",-0.00196221013592629,0.00641322229220682
"33","FOSL2_105",0.00295199003022714,0.0067004432907579
"34","NR2C2_693",0.00153134681530883,0.00678317294154338
"35","HOXA13_418",-0.00193208757950114,0.00718961218474146
"36","MSC_82",-0.00180662677490395,0.00719466307298635
"37","FOS_137",0.00287878251663127,0.00719626934990479
"38","POU1F1_610",0.00179293853432256,0.00763062880993367
"39","HOXC10_548",-0.00173254322758782,0.00814460905718194
"40","SMAD2_745",-0.00117500685837899,0.00925682051818016
"41","FOSL1_142",0.00268527849844593,0.0100999220613548
"42","HOXD11_464",-0.0030987990945311,0.0101892878253749
"43","TGIF2LX_492",-0.00186785713096671,0.0109928063909929
"44","TGIF2LY_538",-0.00186785713096671,0.0109928063909929
"45","TBX2_783",0.00210276029887471,0.0111531611989188
"46","NEUROD2_73",0.00323562749718736,0.0111547817491581
"47","ID3_38",0.00188082914287714,0.0111561178300953
"48","ID4_75",0.00188082914287714,0.0111561178300953
"49","HNF4G_688",-0.00223568523600142,0.011262481176879
"50","PBX1_555",-0.0022401676555165,0.0124312491092229
"51","HOXA11_395",-0.00224662454819619,0.0128711854993683
"52","MEF2A_639",-0.00171544494892698,0.0135757080494117
"53","MYF6_30",-0.00188550338307083,0.0137440653565406
"54","TGIF2_441",-0.00182137619761695,0.0141045419239693
"55","CDX1_435",-0.0019074639946523,0.014235846309131
"56","SMAD9_867",-0.00151552292777011,0.0143397176815954
"57","ARNT2_76",0.000791407439795708,0.0147029653594226
"58","RELB_718",0.00118400091912803,0.0161196275668705
"59","PRDM16_211",-0.00164537229491312,0.0173172272228531
"60","TFAP2C_3",0.000766391054097114,0.0179894546431125
"61","ZNF384_202",0.00138674696298508,0.0181039429127189
"62","CDX2_514",-0.00173747165017696,0.0186172240454073
"63","RELA_722",0.00120409407950039,0.0186868209071752
"64","POU2F1_614",0.00163974249545088,0.019429498755038
"65","SOX1_770",-0.00146312033364903,0.0200480175453918
"66","POU3F3_620",0.00151687362386296,0.0201621855401394
"67","KLF3_184",0.00118930842312297,0.0202618154973521
"68","ZNF524_243",0.00121455618912136,0.0204779225385815
"69","MNX1_466",0.00175707642909575,0.0208348417904213
"70","ASCL1_843",-0.00117992397016629,0.0219458837778219
"71","JUND_124",0.00242565869784605,0.0223486324370117
"72","SMARCC1_651",0.00228648902012676,0.0225059635438688
"73","TWIST1_42",0.00126480503040766,0.0227746873564305
"74","ATOH7_84",0.00251661690832461,0.0230510877843924
"75","HHEX_491",-0.00188119766634176,0.0231123087686915
"76","FOXA2_355",0.00149808134510927,0.0234440461312163
"77","AC0021266_638",-0.00168866182632229,0.0236090949235797
"78","MEF2B_643",-0.00168866182632229,0.0236090949235797
"79","BACH1_130",0.0022838185358517,0.0238434096861718
"80","NKX62_862",0.00211548716115938,0.0258465394708192
"81","NKX63_509",0.00202200429364534,0.0260064911016621
"82","NFATC1_720",-0.00133919039984489,0.0265539025576481
"83","DLX5_412",-0.00335906496576126,0.0267136474515625
"84","LMX1B_479",0.00309038025447212,0.0276979100890949
"85","LMX1A_499",0.00309038025447212,0.0276979100890949
"86","ATOH8_71",0.00138985822982675,0.0277004330750791
"87","SMAD4_739",-0.00110924967233174,0.0285797699856811
"88","RREB1_200",0.000623724397440012,0.0299317512204269
"89","HOXB2_532",0.00197810823072737,0.0310397382835728
"90","TBX1_792",0.00125431294714259,0.032159087035993
"91","GSX2_546",0.00165901492118055,0.0330933383486529
"92","FOXC2_370",0.00177905918082444,0.0341388348476552
"93","EHF_333",0.00178651208667785,0.0351692367729305
"94","NR4A2_686",-0.00144361290334604,0.0354827660875649
"95","HOXB9_529",-0.00156155792406648,0.0363098865753537
"96","BACH2_113",0.00208140141824358,0.03657600623691
"97","HOXA2_414",0.00162330053773758,0.0368036158071277
"98","HOXA9_405",-0.00217468948393361,0.0400406929180456
"99","KDM2B_299",-0.00368860035114868,0.0410295288795497
"100","ZBTB3_269",0.00104024664217993,0.0413554355419303
"101","MEF2C_640",-0.0010808804610352,0.0422228665298868
"102","HOXC13_452",-0.00133487123295792,0.0423766938495087
"103","SOX4_754",0.00129533079721172,0.0428578898310596
"104","HOXC11_453",-0.00221077385120364,0.0431957744055122
"105","TFCP2L1_858",0.000962231860604267,0.0443347006550334
"106","HOXD3_461",0.00266038387227048,0.0448480013606124
"107","RUNX2_732",0.00112031743421155,0.0452858371942518
"108","ENSG00000250096_734",0.00112031743421155,0.0452858371942518
"109","PAX6_604",0.00188153994270876,0.0452868445713331
"110","BATF_129",0.00155628995167031,0.0459804343945267
"111","DDIT3_141",0.00129982245207365,0.0464819869388248
"112","LHX5_406",0.00152630495619544,0.0471075636312281
"113","LHX1_469",0.00152630495619544,0.0471075636312281
"114","REL_721",0.00109765204297495,0.0476690252634723
"115","ZNF274_244",-0.00104852263540807,0.0477748700372844
"116","HOXD8_537",0.00151689192061454,0.0478880746825391
"117","OLIG1_90",0.00249354700083122,0.0480193161279733
"118","HNF4A_662",-0.00175226208562433,0.0480751648247786
"119","SPZ1_810",0.000728723079468974,0.0482802787203467
"120","NFKB1_719",0.000925754160015344,0.0493158458772524
"121","IRX4_434",0.0015224460809501,0.0497172538858887
"122","IRX6_495",0.0015224460809501,0.0497172538858887
"123","FOXC1_349",0.00128632279851841,0.0516513820940487
"124","PRDM1_163",-0.000779318073461448,0.0522840491591074
"125","TCF23_64",0.00244917359358531,0.0523884332871829
"126","TOPORS_814",0.00106667026550413,0.0529677233053275
"127","ELF3_342",0.00161184339467422,0.0536795428140242
"128","PURA_813",-0.000320868286393589,0.0548388943217759
"129","LHX3_424",0.00142732367809601,0.0566766823758954
"130","IRF6_628",0.00220363340447386,0.0567808396191073
"131","NEUROD4_820",0.00223217087415336,0.057327525668772
"132","NEUROD6_821",0.00223217087415336,0.057327525668772
"133","TCF7_750",0.00124785497330924,0.0585631486385129
"134","MGA_103",0.00122049493485875,0.0605836934056168
"135","VDR_663",-0.00131834708220424,0.0610899018190513
"136","HLX_478",0.00120280707966349,0.0618772391129624
"137","AC0125311_531",0.00120280707966349,0.0618772391129624
"138","DBX2_554",0.00120280707966349,0.0618772391129624
"139","BHLHA15_85",0.00238165322114949,0.062904592979625
"140","MYC_55",-0.000930187584683739,0.0630292846363723
"141","MYCL1_37",-0.00101141142917425,0.0635157597985154
"142","TBX20_790",0.00116691213473151,0.0635948339355032
"143","FOXA3_366",0.00099581197596564,0.0644854419266944
"144","MAZ_178",-0.000216412736090675,0.0650864707742076
"145","BHLHE23_45",0.00232773530780481,0.0651220742000349
"146","GLI2_167",0.000971959637436405,0.0663353976141267
"147","LMO2_808",0.000862725252799377,0.0673935951253268
"148","NFIC_740",0.000637297283680126,0.0696296094134298
"149","ENSG00000234254_595",-0.00116151484139704,0.0710901649570677
"150","E2F3_313",0.00159309320469678,0.0723461654652802
"151","HLTF_802",-0.000862241860189386,0.0729523968935055
"152","PAX1_708",-0.00172918101631934,0.0731567947296644
"153","TFAP2E_4",0.00072333172360555,0.0732226634701738
"154","PDX1_482",-0.00244189936912274,0.0734887766280135
"155","NR1I3_680",-0.00104133400612619,0.0753046355681413
"156","LHX4_450",-0.00139524800229959,0.0753219031690349
"157","DLX1_487",-0.00174391778149876,0.0786138824289744
